	Mean	Variance	Skewness	Kurtosis	Model	Autocorrelation lag 1	Autocorrelation lag 5	Autocorrelation lag 10	Stationarity	Traj file name
0	19.81804987602472	61.1223904225075	-0.5824949143357335	-0.092325773071225	Model 0	0.4049271741543406	0.0798632673237069	-0.1700291045805373	1.5610008647597948e-06	2_7
1	20.967498814291908	49.33361144974668	-0.8580959746516056	0.2135214853608262	Model 0	0.4478599502892078	0.3021652149318253	0.0320704968532473	0.0002759441250551	2_17
2	20.04915797304851	62.490456339373054	-0.9704837079696146	0.5348642383225446	Model 0	0.489950759357624	0.1600734091655981	0.148982408612703	2.575284843891501e-06	2_19
3	19.438839972088065	43.81680593203505	-0.6734956536133032	0.2256133792231627	Model 0	0.2281459942682661	0.1965498947647347	0.1391508424994012	0.0027608800412664	2_21
4	19.919222690322574	81.17368498900255	-0.6375514294559638	-0.2183898237327022	Model 0	0.5723446314127638	0.2958861804468641	0.1692953070972093	0.004692035102963	2_23
5	19.18015803062876	91.84490922647512	-0.490833628015866	-0.6951067197911325	Model 0	0.6228513499403237	0.2438159754438016	0.0174135536782997	5.833852268876938e-06	2_29
6	21.105916838337578	41.22843082791963	-1.2053891680793047	1.001328836902997	Model 0	0.3211419404688302	0.3154456518799138	0.1771553034601022	0.0082211040267296	2_37
7	19.612764705113744	46.73886016161672	-0.862585610733424	0.470775247609895	Model 0	0.4109109972527053	0.0786745199450848	0.090778390248904	5.203760885442327e-11	2_40
8	20.06840357993949	52.67960353277427	-0.6685099554752387	0.0683146971982813	Model 0	0.4679091467639206	0.1098861182913925	0.0798367093156265	3.710745267532805e-07	2_53
9	21.806599913905096	91.8011879228043	-0.6868228897627252	-0.5034399844688298	Model 0	0.4028597224760822	0.1839740189467604	0.1052415216699014	3.58949718624095e-06	2_54
10	20.17091761553577	57.58583170685019	-0.3323760153230127	-0.1936737675277742	Model 0	0.3127041647903135	-0.0111483520937667	-0.003735172679071	8.828738095892996e-18	2_57
11	19.895456703227687	30.99886501471564	-0.9214306456043874	1.795163879005095	Model 0	0.4178987474072937	0.0584980346482299	-0.0909347058898526	7.883198912882067e-15	2_61
12	20.68749608232118	68.38484264959673	-0.8466299413567094	0.1616181414143809	Model 0	0.4409357492278182	0.1825363509971029	0.0307438898931461	3.046248143799947e-14	2_62
13	19.707696562295023	162.02505058202115	0.1627956170490021	-0.9795685591667214	Model 0	0.7662123740674149	0.5276903742050664	0.425518013976252	0.2140089000487604	2_66
14	20.426782458009587	71.97469481721222	-0.9537656400947012	0.2842072358954266	Model 0	0.5147854161923272	0.2648547359830414	0.1034993729350735	0.0011667804070034	2_70
15	19.132852876626764	69.01680486617505	-0.6467573853264503	-0.1700091025469379	Model 0	0.2502973735141348	0.0587896282993176	0.1122053066404235	1.1473691425778478e-11	2_82
16	19.5959793273107	112.9450213108427	-0.0383754004593868	-0.5925424337138185	Model 0	0.7479326685838775	0.4487712862209081	0.2958952254105662	0.0031284135154949	2_86
17	21.513456340515223	39.06585734107917	-0.8439530297297746	0.6802968468916197	Model 0	0.1555857619920899	0.0575358644609374	0.1136395082076522	4.1629484916015824e-22	2_89
18	19.778619154472576	43.0637494392556	-0.1786362289627902	0.7524730242222493	Model 0	0.4986478284974159	0.2998636777313709	0.3273402646888494	0.159721477085246	2_107
19	20.34297553474182	40.20717559793577	-0.6187507442364055	0.4049605706324075	Model 0	0.333936754223895	0.0027658279197427	-0.0268665841420647	8.818695043160358e-18	2_109
20	20.093894067988685	54.048614208487656	-0.977697863925168	0.7699025277649922	Model 0	0.5611838728692007	0.1858924058341869	-0.0895610439684891	9.38230936248666e-07	2_111
21	20.74385726580226	72.5252531201206	-0.4952311687115213	-0.1241285856804448	Model 0	0.650578348055405	0.3977020775637854	0.2858659547117198	0.0049173246895259	2_113
22	22.829127905181625	50.87750477480407	-0.7884449238374978	0.4612882388636365	Model 0	0.2412609431996506	0.0445257703818917	0.0209375460230566	1.2850603122079876e-07	2_127
23	20.01275752667521	43.15754454352188	-0.5554734705729748	0.3369560917753307	Model 0	0.2073113308670513	0.0438743175669797	0.0300195108471465	6.869716117515452e-21	2_131
24	19.316397911210665	57.38842419056069	-0.4723958038869863	-0.1309375933384666	Model 0	0.5574254108008773	0.2330166173529563	0.1153364518578458	0.0009429671215226	2_138
25	20.87886640295359	38.12252027541522	-0.9758867658362864	0.8222852617633327	Model 0	0.2887612837396131	0.112280739337114	-0.0827466651172205	0.0003202802734677	2_140
26	19.93289386006988	51.19707198258819	-0.8665732873764965	0.2780323882864399	Model 0	0.4083082582559673	-0.1491738258450519	0.1018243177550961	6.888041913441166e-16	2_145
27	18.02669688835424	66.30317197008686	-0.1539265990102881	-0.7880925291866308	Model 0	0.3132856988071697	0.0918017784376002	0.0683786763099018	1.8714063712455658e-17	2_150
28	20.10628407499471	43.69068144677856	-0.7655606678185383	0.5861692898158424	Model 0	0.3514822975132783	0.1101682139821761	-0.010368621063172	4.235031747070853e-06	2_153
29	19.829944765911385	59.45012529520708	-0.6456632852560632	0.0191466583921662	Model 0	0.5031408416053282	0.189365566309321	0.0513768479141574	8.726441301038206e-12	2_157
30	18.37241070333596	55.46250361737228	0.0395054370751806	-0.4411308550890194	Model 0	0.3381335334417956	0.1042758719221018	0.1843589365949419	9.602441037953795e-17	2_159
31	20.280740910275675	39.04596330931175	-1.0753774578240285	1.0259489625828575	Model 0	0.1060307555925963	-0.0725692696838307	-0.0910065338708801	2.4573016161867664e-11	2_169
32	20.51698317826833	41.700869116125965	-0.893418621329449	0.8168111001716394	Model 0	0.3874354571102645	0.1525280085441866	0.0488638646953403	5.987920744019005e-15	2_172
33	19.526700604691825	64.18042887384004	-0.6483887946389564	0.1157259251924434	Model 0	0.5218259310257389	0.2554999818074374	0.1662330277074851	0.0042484487974936	2_187
34	20.15719962931745	45.59596333553483	-1.036989476105304	1.1463148989439658	Model 0	0.487590738316063	0.127630948812437	-0.1179474545752188	0.0001144483881038	2_196
35	18.762513926297288	31.63850005111563	0.1477943668104883	0.224508109276234	Model 0	0.5590239264550355	0.4151668886869922	0.3796052047659001	0.368511035290401	2_201
36	20.173989145309285	74.67897934041953	-0.9067855631312488	0.0243350750552666	Model 0	0.6574566499905977	0.3062235591843855	0.116732278050384	0.0002635565126685	2_205
37	19.94907103124199	73.51821131153206	-0.5594474678976293	-0.3294396538145556	Model 0	0.4692319214590063	0.2594026632449339	0.1121235982692152	0.0134954742618708	2_208
38	18.876221532455137	115.95226569316893	-0.264012580884659	-0.5611731327944818	Model 0	0.6701956667311375	0.3309422516478296	0.1923607880402297	0.0122169667202739	2_209
39	20.451202796371263	66.67421429754314	-0.1362037257091913	-0.252031201830424	Model 0	0.3709677805165416	0.1100456235900099	0.0044688506662232	4.560398279349323e-16	2_212
40	20.19385945227837	49.86134403721719	-0.6457815286166885	-0.1197150490674201	Model 0	0.2937076137871505	0.0321717233890105	0.0604264126538072	1.3794103982519668e-11	2_213
41	19.63862345708169	53.628012872924266	-0.7370844931280507	0.1854191508049161	Model 0	0.3125252363298665	-0.0182185067478824	0.0907164868230197	3.0587222420266343e-18	2_214
42	21.2858323474288	63.97295716677775	-0.790767631897232	-0.102610260902622	Model 0	0.2979021539867386	-0.0909024769646113	0.0330365062112055	9.68458435608356e-19	2_216
43	21.017873572375787	126.37303620932784	-0.5275838761151079	-0.8148970520434724	Model 0	0.6741521977269905	0.2003532564194571	0.0187393795724418	4.9326829474455266e-08	2_217
44	19.907385379188344	124.06563923003696	-0.473945000996522	-1.065516807028363	Model 0	0.823304160481409	0.5702863712583693	0.5137998819254898	0.2466728524984318	2_224
45	20.09741849561554	76.69939921347334	-0.9551704869184376	0.1089430654170291	Model 0	0.6215265230890703	0.1696898500504313	0.1474149696245981	7.954194774235577e-10	2_226
46	22.29252440863017	105.29776548934808	-0.4982808030334831	-0.2009904943507212	Model 0	0.5685837851263993	0.1641546399356553	0.1148686821956373	1.2319885125835436e-05	2_229
47	18.72595576018558	52.34743317736524	-0.451703843838894	0.6631400215993621	Model 0	0.496646328189871	0.1831462070381036	0.1156036758982897	9.508486214668054e-13	2_234
48	22.959908685542583	43.73247512052133	-0.7238050937271306	1.0540037619098517	Model 0	0.2311750610854282	-0.0643360833448002	-0.1267717504381984	3.998769291855616e-21	2_238
49	20.13544816897659	55.932252396744566	-0.9120368722053092	0.6245604580594657	Model 0	0.4292532196701739	0.1793220917234033	-0.0041117579446345	3.9368852668299695e-09	2_247
50	19.97156938195352	73.09896251961258	-0.4756117292885133	-0.4392918801523757	Model 0	0.1881849003362254	0.1158450625110695	0.1181079301693143	5.8246621629621015e-12	2_250
